,index,title,year,language,episode_season_duration,genre,creators,stars,description,rating,trailer,weighted_rating,nameurls,soup
415,415,Reno 911!,2003– ,English,22min,"Comedy,Crime","Robert Ben Garant,Kerri Kenney,Thomas Lennon","Thomas Lennon,Cedric Yarbrough,Robert Ben Garant","An irreverent look at what goes on behind-the-scenes in Reno, Nevada's Sheriff's Department.",7.9,https://imdb.com/video/vi1391115801?playlistId=tt0370194&ref_=tt_ov_vi,7.828368547079482,"<a href=""http://www.cc.com/shows/reno-911"">Comedy Central</a>, <a href=""https://www.facebook.com/Reno911CC/"">Official Facebook</a>",reno sheriff department behind goes nevada irreverent look scenes reno 911 english robertbengarant kerrikenney thomaslennon thomaslennon cedricyarbrough robertbengarant comedy crime
416,416,Masters of the Universe: Revelation,2021– ,English,,"Animation,Action,Adventure,Fantasy,Sci-Fi","Chris Wood,Diedrich Bader,Kevin Conroy",,"Animated reboot of the classic Masters of the Universe franchise focusing on unresolved stories of the iconic characters, picking up where they left off decades ago.",0.0,https://imdb.com/video/vi3391209497?playlistId=tt10826054&ref_=tt_ov_vi,0.0,"<a href=""https://www.netflix.com/title/81154670/"">Official Netflix</a>",animated reboot iconic characters decades ago unresolved stories picking universe franchise focusing left classic masters masters universe revelation english chriswood diedrichbader kevinconroy na animation action adventure fantasy sci-fi
417,417,Shadowhunters: The Mortal Instruments,2016–2019,English,42min,"Action,Drama,Fantasy,Romance",Ed Decter,"Katherine McNamara,Dominic Sherwood,Alberto Rosende","After her mother disappears, Clary must venture into the dark world of demon hunting, and embrace her new role among the Shadowhunters.",6.6,https://imdb.com/video/vi2305669401?playlistId=tt4145054&ref_=tt_ov_vi,6.605462041894032,"<a href=""https://www.facebook.com/ShadowhuntersSeries"">Official Facebook</a>, <a href=""http://freeform.go.com/shows/shadowhunters"">Official Freeform Site</a>",mother disappears new role among shadowhunters demon hunting embrace dark world clary must venture shadowhunters mortal instruments english eddecter katherinemcnamara dominicsherwood albertorosende action drama fantasy romance
418,418,The Wilds,2020– ,English,,"Adventure,Drama,Mystery",Sarah Streicher,"Rachel Griffiths,Sophia Ali,Shannon Berry",A group of teens must survive after a crash leaves them stranded. There's just one twist to this thrilling drama - these girls did not end up on this island by accident.,7.3,https://imdb.com/video/vi1523040537?playlistId=tt8633062&ref_=tt_ov_vi,7.254700222453684,"<a href=""https://www.primevideo.com/detail/0JXO0Y1EY6YW6RWRI3989XLG2B/"">Prime Video</a>",accident one twist group stranded teens must survive thrilling drama end girls crash leaves island wilds english sarahstreicher rachelgriffiths sophiaali shannonberry adventure drama mystery
419,419,Chilling Adventures of Sabrina,2018–2020,English,1h,"Drama,Fantasy,Horror,Mystery,Thriller",Roberto Aguirre-Sacasa,"Kiernan Shipka,Ross Lynch,Lucy Davis","As her 16th birthday nears, Sabrina must choose between the witch world of her family and the human world of her friends. Based on the Archie comic.",7.5,https://imdb.com/video/vi3795697945?playlistId=tt7569592&ref_=tt_ov_vi,7.489520206058736,"<a href=""https://www.netflix.com/title/80223989"">Official Netflix</a>",based 16th birthday nears family human world witch sabrina must choose archie comic friends chilling adventures sabrina english robertoaguirre-sacasa kiernanshipka rosslynch lucydavis drama fantasy horror mystery thriller
420,420,The Alienist,2018–2020,English,1h,"Crime,Drama,Mystery","Daniel Brühl,Dakota Fanning,Luke Evans",,Newspaper illustrator John Moore meets with criminal psychologist (alienist) Dr. Laszlo Kreizler to investigate a serial killer in New York during the late 19th century.,7.7,https://imdb.com/video/vi3656824857?playlistId=tt4604612&ref_=tt_ov_vi,7.6772315001751315,"<a href=""https://www.facebook.com/TheAlienistTNT/"">Official Facebook</a>, <a href=""https://www.instagram.com/TheAlienistTNT/"">Official Instagram</a>",alienist laszlo kreizler investigate new york criminal psychologist newspaper illustrator john moore meets late 19th century dr serial killer alienist english danielbrühl dakotafanning lukeevans na crime drama mystery
421,421,Jessica Jones,2015–2019,English,56min,"Action,Crime,Drama,Sci-Fi,Thriller",Melissa Rosenberg,"Krysten Ritter,Rachael Taylor,Eka Darville","Following the tragic end of her brief superhero career, Jessica Jones tries to rebuild her life as a private investigator, dealing with cases involving people with remarkable abilities in New York City.",7.9,https://imdb.com/video/vi3939286041?playlistId=tt2357547&ref_=tt_ov_vi,7.89299296988664,"<a href=""https://marvel.com/tv/show/228/marvels_jessica_jones"">Marvel (United States)</a>, <a href=""https://www.facebook.com/MarvelsJessicaJones/"">Official Facebook Page</a>",brief superhero career dealing private investigator jessica jones tries tragic end rebuild cases involving people new york city following remarkable abilities life jessica jones english melissarosenberg krystenritter rachaeltaylor ekadarville action crime drama sci-fi thriller
422,422,What If...?,2021– ,English,,"Animation,Action,Adventure,Fantasy","Jeffrey Wright,Hayley Atwell,Josh Brolin",,"Exploring pivotal moments from the Marvel Cinematic Universe and turning them on their head, leading the audience into uncharted territory.",0.0,https://imdb.com/video/vi1747435801?playlistId=tt10168312&ref_=tt_ov_vi,0.0,"<a href=""https://preview.disneyplus.com/"">Official site</a>",turning exploring pivotal moments audience head leading marvel cinematic universe uncharted territory ...? english jeffreywright hayleyatwell joshbrolin na animation action adventure fantasy
423,423,The Upshaws,2021– ,English,,Comedy,"Regina Y. Hicks,Wanda Sykes","Mike Epps,Kim Fields,Diamond Lyons",It centers on a working-class African American family in Indiana struggling to make it work and make it right without any blueprints.,6.9,https://imdb.com/video/vi552058905?playlistId=tt10945036&ref_=tt_ov_vi,6.870540342369289,"<a href=""https://www.netflix.com/title/81028174/"">Netflix Site</a>",centers class african american family working blueprints work indiana struggling right without make upshaws english reginay.hicks wandasykes mikeepps kimfields diamondlyons comedy
424,424,Boy Meets World,1993–2000,English,23min,"Comedy,Drama,Family","Michael Jacobs,April Kelly","Ben Savage,Rider Strong,William Daniels",An adolescent with two siblings tests his various theories about life as he endures the trials of growing up alongside a good friend.,8.0,https://imdb.com/video/vi705017881?playlistId=tt0105958&ref_=tt_ov_vi,7.963378037739322,"<a href=""http://www.disney.go.com/disneychannel/boymeetsworld/index.html"">DisneyChannel.com</a>",various theories endures alongside trials two siblings tests adolescent growing good friend life boy meets world english michaeljacobs aprilkelly bensavage riderstrong williamdaniels comedy drama family
425,425,Eden,2021– ,Japanese,25min,"Animation,Action,Adventure,Drama,Family,Sci-Fi",Justin Leach,"Kari Wahlgren,Kyôko Hikami,Kentarô Itô","A human girl secretly raised by robots starts to uncover the dark secrets behind her lush, utopian world where humanity has all but vanished.",6.8,https://imdb.com/video/vi2832253209?playlistId=tt10545250&ref_=tt_ov_vi,6.800084648064553,"<a href=""https://www.allcinema.net/cinema/367979"">AllCinema</a>, <a href=""https://www.netflix.com/title/80992783/"">Netflix Site</a>",utopian world uncover humanity lush robots starts dark secrets behind human girl secretly raised vanished eden japanese justinleach kariwahlgren kyôkohikami kentarôitô animation action adventure drama family sci-fi
426,426,Taboo,2017– ,English,59min,"Drama,Mystery,Thriller","Steven Knight,Chips Hardy,Tom Hardy","Tom Hardy,David Hayman,Jonathan Pryce","Adventurer James Keziah Delaney returns to London during the War of 1812 to rebuild his late father's shipping empire. However, both the government and his biggest competitor want his inheritance at any cost - even murder.",8.4,https://imdb.com/video/vi3157636633?playlistId=tt3647998&ref_=tt_ov_vi,8.382963226811686,"<a href=""https://www.fxnetworks.com/shows/taboo"">FX Networks</a>, <a href=""http://www.bbc.co.uk/programmes/b088s45m"">Official site</a>",inheritance even murder late father cost government rebuild london adventurer james keziah delaney returns 1812 however biggest competitor want shipping empire war taboo english stevenknight chipshardy tomhardy tomhardy davidhayman jonathanpryce drama mystery thriller
427,427,The End of the F***Ing World,2017–2019,English,25min,"Adventure,Comedy,Crime,Drama,Romance,Thriller","Jessica Barden,Alex Lawther,Steve Oram",,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.",8.1,https://imdb.com/video/vi3924541209?playlistId=tt6257970&ref_=tt_ov_vi,8.089423779514707,"<a href=""https://www.netflix.com/title/80175722"">Official Netflix</a>, <a href=""http://www.channel4.com/programmes/the-end-of-the-ing-world"">Official site (United Kingdom)</a>",17 school moody new girl embark pair make connection road trip search james pretty sure psychopath alyssa also real father cool persuades end f *** ing world english jessicabarden alexlawther steveoram na adventure comedy crime drama romance thriller
428,428,Oz,1997–2003,English,55min,"Crime,Drama,Thriller",Tom Fontana,"Ernie Hudson,J.K. Simmons,Lee Tergesen",A series chronicling the daily activities of an unusual prison facility and its criminal inhabitants.,8.7,https://imdb.com/video/vi2476671257?playlistId=tt0118421&ref_=tt_ov_vi,8.673754203235472,,daily activities unusual prison facility criminal inhabitants series chronicling oz english tomfontana erniehudson j.k.simmons leetergesen crime drama thriller
429,429,CSI: Miami,2002–2012,"English,Spanish,Greek",43min,"Action,Crime,Drama,Mystery,Thriller","Ann Donahue,Carol Mendelsohn,Anthony E. Zuiker","David Caruso,Emily Procter,Adam Rodriguez","The cases of the Miami-Dade, Florida police department's Crime Scene Investigations unit.",6.4,https://imdb.com/video/vi320379929?playlistId=tt0313043&ref_=tt_ov_vi,6.410262440481628,"<a href=""http://www.aetv.com/csi_miami/index.jsp"">A&E TV (United States)</a>, <a href=""http://www.channel5.com/shows/csi-miami"">Channel 5 (United Kingdom)</a>",cases crime scene investigations unit florida police department dade miami csi miami english spanish greek anndonahue carolmendelsohn anthonye.zuiker davidcaruso emilyprocter adamrodriguez action crime drama mystery thriller
430,430,The Tudors,2007–2010,"English,Spanish,French,Portuguese,Latin,German,Italian",1h,"Drama,History,Romance,War",Michael Hirst,"Jonathan Rhys Meyers,Henry Cavill,Anthony Brophy",A dramatic series about the reign and marriages of King Henry VIII.,8.1,https://imdb.com/video/vi3776092441?playlistId=tt0758790&ref_=tt_ov_vi,8.076963716109873,"<a href=""http://www.sho.com/the-real-l-word"">SHOWTIME</a>",reign king henry viii dramatic series marriages tudors english spanish french portuguese latin german italian michaelhirst jonathanrhysmeyers henrycavill anthonybrophy drama history romance war
431,431,Dave,2020– ,English,30min,"Comedy,Music","Dave Burd,Jeff Schaffer","Dave Burd,Gata,Andrew Santino",A neurotic mid 20's suburbanite's convinced he's destined to be one of the greatest rappers of all time. Now he's got to prove it to everyone else.,8.4,https://imdb.com/video/vi2396306969?playlistId=tt8531222&ref_=tt_ov_vi,8.234757151108456,"<a href=""https://www.bbc.co.uk/programmes/p08b9fpl"">BBC (United Kingdom)</a>",greatest rappers one suburbanite convinced got destined prove time neurotic mid 20 everyone else dave english daveburd jeffschaffer daveburd gata andrewsantino comedy music
432,432,Bates Motel,2013–2017,English,45min,"Drama,Horror,Mystery,Thriller","Anthony Cipriano,Carlton Cuse,Kerry Ehrin","Vera Farmiga,Freddie Highmore,Max Thieriot","A contemporary prequel to Psycho, giving a portrayal of how Norman Bates' psyche unravels through his teenage years, and how deeply intricate his relationship with his mother, Norma, truly is.",8.1,https://imdb.com/video/vi571651353?playlistId=tt2188671&ref_=tt_ov_vi,8.083624256815892,"<a href=""https://www.facebook.com/BatesMotelAETV"">Official Facebook</a>, <a href=""http://www.aetv.com/bates-motel/"">Official site</a>",norman bates teenage years norma portrayal mother giving truly psyche unravels deeply intricate contemporary prequel relationship psycho bates motel english anthonycipriano carltoncuse kerryehrin verafarmiga freddiehighmore maxthieriot drama horror mystery thriller
433,433,Atlanta,2016– ,English,30min,"Comedy,Drama,Music",Donald Glover,"Donald Glover,Brian Tyree Henry,LaKeith Stanfield","Based in Atlanta, Earn and his cousin Alfred try to make their way in the world through the rap scene. Along the way they come face to face with social and economic issues touching on race, relationships, poverty, status, and parenthood.",8.6,https://imdb.com/video/vi3770988569?playlistId=tt4288182&ref_=tt_ov_vi,8.559280869602736,"<a href=""https://www.facebook.com/AtlantaFX/"">Official Facebook</a>, <a href=""https://www.instagram.com/atlantafx/"">Official Instagram</a>",status way rap scene based along poverty economic issues touching social cousin alfred try race relationships face earn come atlanta parenthood world make atlanta english donaldglover donaldglover briantyreehenry lakeithstanfield comedy drama music
